Codigo,NOMBRE,GRUPO,NUM_GRUPO,AGUA(%),Energia(kcal),Proteina(g),Grasa_Total(g),HDC(g),Fibra_Dietetica(g),Ceniza(g),Calcio(mg),Fosforo(mg),Hierro(mg),Tiamina(mg),Riboflabina(g),Niacina(g),Vita_C(mg),Vita_A_EQ_Retinol(mcg),A_G_mono(g),A_G_Poli(g),A_G_Saturados(g),Colesterol(mg),Potasio(mg),Sodio(mg),Zinc(mg),Magnesio(mg),Vita_B6,Bita_B12,Acido_Folico(mcg),Folato_Eq_FD(mcg),Aprovecha(%)
11058,"CHILE DULCE/PIMIENTO ROJO, FRESCO","Verduras, hortalizas y otros vegetales",11,92.21,26,0.99,0.3,6.03,2,0.47,7,26,0.43,0.05,0.09,0.98,190,157,0.01,0.16,0.06,0,211,2,0.25,12,0.29,0,0,18,0.82
11059,"CHILE DULCE/PIMIENTO ROJO, ENLATADO SOL&LIQ","Verduras, hortalizas y otros vegetales",11,91.25,18,0.8,0.3,3.9,1.2,3.75,41,20,0.8,0.03,0.03,0.55,47,26,0.02,0.16,0.05,0,146,1369,0.18,11,0.18,0,0,16,1
11060,"CHILE DULCE, VERDE","Verduras, hortalizas y otros vegetales",11,93.89,20,0.86,0.17,4.64,1.7,0.43,10,20,0.34,0.06,0.03,0.48,80,18,0.01,0.06,0.06,0,175,3,0.13,10,0.22,0,0,11,0.82
11061,"CHILE GUAQUE, DE GUATEMALA","Verduras, hortalizas y otros vegetales",11,90.5,34,1.4,0.4,7.1,,0.6,9,28,0.6,0.06,0.06,1.25,79,,,,,,,,,,,,,,1
11062,"CHILE JALAPEÑO, FRESCO","Verduras, hortalizas y otros vegetales",11,92.3,23,1.2,0.1,5.3,,,25,,2,0.06,0.04,0.6,72,20,0,0.05,0.01,0,340,7,0.3,25,0.28,0,23,,0.87
11063,"CHILE JALAPEÑO, ENLATADO, SOL&LIQ","Verduras, hortalizas y otros vegetales",11,88.89,27,0.92,0.94,4.74,2.6,4.51,23,18,1.88,0.04,0.04,0.4,10,85,0.05,0.51,0.1,0,193,1671,0.34,15,0.19,0,0,14,1
11064,CHILE JUTIAPA,"Verduras, hortalizas y otros vegetales",11,89.3,37,1.1,0.2,8.9,,0.5,6,20,0.8,0.06,0.08,2.08,36,,,,,,,,,,,,,,1
11065,CHILE PASA,"Verduras, hortalizas y otros vegetales",11,14.3,327,12.7,9.6,60.5,,,154,,6.3,0.37,1.2,8.6,68,133,,,,0,,,,,,,,,0.6
11066,CHILE TABASCO,"Verduras, hortalizas y otros vegetales",11,87.7,40,2,0.2,9.5,,,18,,1.2,0.09,0.09,1,242,41,0.01,0.1,0.02,0,340,7,0.3,25,0.28,0,23,,0.8
11067,CHILE SERRANO,"Verduras, hortalizas y otros vegetales",11,87.5,35,2.3,0.4,7.2,,,35,,1.6,0.14,0.05,1.3,65,50,0.02,0.22,0.04,0,340,7,0.3,25,,,,,0.95
11068,"CHIPILIN, HOJAS Y PUNTA","Verduras, hortalizas y otros vegetales",11,81.6,56,7,0.8,9.1,3.24,1.5,287,72,4.7,0.33,0.49,2,100,667,,,,,,,,,,,,,0.46
11069,CHUFLE/CALATEA,"Verduras, hortalizas y otros vegetales",11,92.3,22,1.8,0.2,4.4,,1.3,20,49,1,0.04,0.1,0.7,7,,,,,,,,,,,,,,0.74
11070,CHUPTE/YAS,"Verduras, hortalizas y otros vegetales",11,71.8,146,1.5,9.9,16,,0.8,11,36,0.5,0.07,0.1,0.71,11,,,,,,,,,,,,,,0.7
11071,"EJOTES/VAINICAS, CRUDOS","Verduras, hortalizas y otros vegetales",11,90.27,31,1.82,0.12,7.13,3.4,0.66,37,38,1.04,0.08,0.1,0.75,16,35,0,0.06,0.03,0,209,6,0.24,25,0.07,0,0,37,0.88
11072,"EJOTES/VAINICAS, COCIDOS S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,89.22,35,1.89,0.28,7.88,3.2,0.73,44,29,0.65,0.07,0.1,0.61,10,35,0.01,0.14,0.06,0,146,1,0.25,18,0.06,0,0,33,1
11073,"EJOTES/VAINICAS, ENLATADOS, SOLIDOS","Verduras, hortalizas y otros vegetales",11,93.3,20,1.15,0.1,4.5,1.9,0.95,26,19,0.9,0.01,0.06,0.2,5,22,0,0.05,0.02,0,109,262,0.29,13,0.04,0,0,32,1
11074,"ELOTE/MAIZ FRESCO, AMARILLO","Verduras, hortalizas y otros vegetales",11,60.6,161,3.6,1.4,33.5,,0.9,16,270,2,0.18,0.08,2.9,11,28,0.44,0.69,0.23,0,270,15,0.45,,0.06,0,46,,0.28
11075,"ELOTE/MAIZ FRESCO, AMARILLO DULCE, CRUDO","Verduras, hortalizas y otros vegetales",11,75.96,86,3.22,1.18,19.02,2.7,0.62,2,89,0.52,0.2,0.06,1.7,7,10,0.35,0.56,0.18,0,270,15,0.45,37,0.05,0,0,46,0.36
11076,"ELOTE/MAIZ FRESCO, AMARILLO DULCE, COCIDO S/SAL","Verduras, hortalizas y otros vegetales",11,69.57,108,3.32,1.28,25.11,2.8,0.72,2,103,0.61,0.22,0.07,1.61,6,13,0.37,0.6,0.2,0,249,17,0.48,32,0.06,0,0,46,0.55
11077,"ELOTE/MAIZ FRESCO, BLANCO","Verduras, hortalizas y otros vegetales",11,71.7,114,3.1,0.7,23.8,,0.7,24,270,0.5,0.17,0.01,2,8,0,0.34,0.54,0.18,0,270,15,0.45,,0.06,0,46,,0.28
11078,"ELOTE/MAIZ FRESCO, MUY TIERNO","Verduras, hortalizas y otros vegetales",11,89,36,1.8,0.2,8.4,,0.6,10,57,0.5,0.08,0.08,0.67,11,,,,,,,,,,,,,,1
11079,ESCAROLA/ACHICORIA RIZADA,"Verduras, hortalizas y otros vegetales",11,92,23,1.7,0.3,4.7,4,1.3,100,47,0.9,0.06,0.1,0.5,24,286,0.01,0.13,0.07,0,420,45,0.42,30,0.1,0,0,110,0.82
11080,ESPARRAGO CRUDO,"Verduras, hortalizas y otros vegetales",11,93.22,20,2.2,0.12,3.88,2.1,0.58,24,52,2.14,0.14,0.14,0.98,6,38,0.01,0.09,0.05,0,202,2,0.54,14,0.09,0,0,52,0.53
11081,"ESPARRAGO COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,92.63,22,2.4,0.22,4.11,2,0.63,23,54,0.91,0.16,0.14,1.08,8,50,0.01,0.14,0.07,0,224,14,0.6,14,0.08,0,0,149,1
11082,"ESPARRAGO ENLATADO, SOLIDOS","Verduras, hortalizas y otros vegetales",11,93.98,19,2.14,0.65,2.46,1.6,0.77,16,43,1.83,0.06,0.1,0.95,18,41,0.02,0.28,0.15,0,172,287,0.4,10,0.11,0,0,96,1
11083,ESPINACA CRUDA,"Verduras, hortalizas y otros vegetales",11,91.4,23,2.86,0.39,3.63,2.2,1.72,99,49,2.71,0.08,0.19,0.72,28,469,0.01,0.17,0.06,0,558,79,0.53,79,0.19,0,0,194,0.75
11084,"ESPINACA COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,91.21,23,2.97,0.26,3.75,2.4,1.81,136,56,3.57,0.09,0.24,0.49,10,524,0.01,0.11,0.04,0,466,70,0.76,87,0.24,0,0,146,1
11085,"FRIJOL CAUPI VERDE, CON VAINA","Verduras, hortalizas y otros vegetales",11,86,44,3.3,0.3,9.5,,0.9,65,65,1,0.15,0.14,1.2,33,80,0.03,0.13,0.08,0,215,4,0.34,58,0.17,0,0,53,0.91
11086,"FRIJOL TODA VARIEDAD, GRANO VERDE","Verduras, hortalizas y otros vegetales",11,60.4,150,9.8,0.3,27.8,,1.7,59,213,3.6,0.38,0.12,1.5,7,12,,,,,,,,,,,,,1
11087,GENGIBRE O JENGIBRE,"Verduras, hortalizas y otros vegetales",11,78.89,80,1.82,0.75,17.77,2,0.77,16,34,0.6,0.03,0.03,0.75,5,0,0.15,0.15,0.2,0,415,13,0.34,43,0.16,0,0,11,0.93
11088,"GUANDU/GANDUL, GRANO VERDE","Verduras, hortalizas y otros vegetales",11,65.88,136,7.2,1.64,23.88,5.1,1.4,42,127,1.6,0.4,0.17,2.2,39,3,0.01,0.87,0.35,0,552,5,1.04,68,0.07,0,0,173,0.48
11089,"HABA, GRANO VERDE","Verduras, hortalizas y otros vegetales",11,81,72,5.6,0.6,11.7,4.2,1.1,22,95,1.9,0.17,0.11,1.5,33,18,0.02,0.31,0.14,0,250,50,0.58,38,0.04,0,0,96,0.97
11090,"HABA BLANCA, GRANO VERDE","Verduras, hortalizas y otros vegetales",11,78.5,82,6.9,0.5,13.3,,0.8,33,66,1.2,0.22,0.1,2,32,,,,,,502,12,,,,,,,0.44
11091,HIERBA SAN NICOLAS/VERDOLAGA SILVESTRE,"Verduras, hortalizas y otros vegetales",11,93,19,2.2,0.3,3.1,,1.4,48,31,3.2,0.08,0.09,0.4,17,,,,,,,,,,,,,,0.52
11092,HIERBABUENA,"Verduras, hortalizas y otros vegetales",11,85.55,44,3.29,0.73,8.41,6.8,2.03,199,60,11.87,0.08,0.17,0.95,13,203,0.03,0.39,0.19,0,458,30,1.09,63,0.16,0,0,105,0.41
11093,HIERBAMORA/MACUY,"Verduras, hortalizas y otros vegetales",11,85,45,5.1,0.8,7.3,4.34,1.8,226,74,12.6,0.2,0.35,0.97,92,34,,,,0,,,,,,,,,0.51
11094,"HOJAS SANTA MARIA, HOJA SANTA","Verduras, hortalizas y otros vegetales",11,82.2,57,3.9,1.4,10.1,,2.4,257,52,5.6,0.12,0.24,0.9,60,287,,,,,,,,,,,,,1
11095,HONGOS CRUDOS,"Verduras, hortalizas y otros vegetales",11,92.43,22,3.09,0.34,3.28,1,0.85,3,86,0.5,0.08,0.4,3.61,2,0,0,0.16,0.05,0,318,5,0.52,9,0.1,0.04,0,16,0.97
11096,"HONGOS COCIDOS S/SAL, ESCURRIDOS","Verduras, hortalizas y otros vegetales",11,91.08,28,2.17,0.47,5.29,2.2,0.99,6,87,1.74,0.07,0.3,4.46,4,0,0.01,0.18,0.06,0,356,2,0.87,12,0.09,0,0,18,1
11097,"HONGOS ENLATADOS, SOLIDOS","Verduras, hortalizas y otros vegetales",11,91.08,25,1.87,0.29,5.09,2.4,1.67,11,66,0.79,0.09,0.02,1.59,0,0,0,0.11,0.04,0,129,425,0.72,15,0.06,0,0,12,1
11098,"HONGOS DE SAN JUAN, DE GUATEMALA","Verduras, hortalizas y otros vegetales",11,93.6,12,2,0.4,3.2,,0.8,3,44,3.2,0.01,0.34,1.05,1,0,0.01,0.17,0.06,0,370,4,0.73,,0.1,0,21,,1
11099,"IZOTE/ITABO, COGOLLOS","Verduras, hortalizas y otros vegetales",11,90.2,30,1.2,0.3,6.4,,1.9,342,24,0.9,0.2,0.04,0.3,26,,,,,,,,,,,,,,1
11100,"IZOTE/ITABO, FLORES","Verduras, hortalizas y otros vegetales",11,83.2,61,2,0.3,13.7,,0.8,34,69,1.4,0.16,0.15,1.5,393,,,,,,,,,,,,,,0.97
11101,JICAMA CRUDA,"Verduras, hortalizas y otros vegetales",11,90.07,38,0.72,0.09,8.82,4.9,0.3,12,18,0.6,0.02,0.03,0.2,20,1,0,0.04,0.02,0,150,4,0.16,12,0.04,0,0,12,0.92
11102,"LABLAB/FRIJOL TREPADOR, GRANO VERDE","Verduras, hortalizas y otros vegetales",11,79.4,80,3.4,0.4,15.9,,0.9,55,54,1.6,0.08,0.13,1.4,28,5,0.09,0.01,0.09,0,252,2,0.37,,0.02,0,0,62,0.41
11103,"LAUREL REAL, HOJAS VERDES","Verduras, hortalizas y otros vegetales",11,45.2,188,4.2,1.2,47.1,,2.3,187,70,5.3,0.04,0.21,1.7,54,,,,,,,,,,,,,,0.9
11104,"LAUREL, HOJAS SECAS","Verduras, hortalizas y otros vegetales",11,8,329,13.7,7,66.4,,4.9,803,114,15,0.1,0.65,2.5,,,,,,,,,,,,,,,1
11105,LECHUGA ARREPOLLADA (ICEBERG),"Verduras, hortalizas y otros vegetales",11,95.64,14,0.9,0.14,2.97,1.2,0.36,18,20,0.41,0.04,0.03,0.12,3,25,0.01,0.07,0.02,0,141,10,0.15,7,0.04,0,0,29,0.95
11106,LECHUGA NO ARREPOLLADA (BUTTERHEAD),"Verduras, hortalizas y otros vegetales",11,95.63,13,1.35,0.22,2.23,1.1,0.57,35,33,1.24,0.06,0.06,0.36,4,166,0.01,0.12,0.03,0,238,5,0.2,13,0.08,0,0,73,0.74
11107,"ENDIVIA, HOJAS","Verduras, hortalizas y otros vegetales",11,93.79,17,1.25,0.2,3.35,3.1,1.41,52,28,0.83,0.08,0.08,0.4,7,108,0,0.09,0.05,0,314,22,0.79,15,0.02,0,0,142,0.86
11108,LOROCO,"Verduras, hortalizas y otros vegetales",11,89.2,32,2.6,0.2,6.8,,1.2,58,46,1.1,0.64,0.11,2.3,12,,,,,,,,,,,,,,0.92
11109,"MADRECACAO, FLORES","Verduras, hortalizas y otros vegetales",11,86,46,2.4,0.2,10.8,,0.6,22,37,1.8,0.11,0.08,0.6,44,,,,,,,,,,,,,,1
11110,"MAIZ AMARILLO DULCE, GRANO ENLATADO","Verduras, hortalizas y otros vegetales",11,81.34,64,1.95,0.5,15.41,1.7,0.8,4,51,0.41,0.03,0.06,0.94,6,3,0.14,0.23,0.08,0,164,213,0.36,16,0.04,0,0,38,1
11111,"MAIZ AMARILLO DULCE, ESTILO CREMA, ENLATADO","Verduras, hortalizas y otros vegetales",11,78.73,72,1.74,0.42,18.13,1.2,0.98,3,51,0.38,0.03,0.05,0.96,5,4,0.12,0.2,0.06,0,134,285,0.53,17,0.06,0,0,45,1
11112,"MALANGA/OTOE  RAIZ, CRUDA","Verduras, hortalizas y otros vegetales",11,65.9,132,1.7,0.3,30.9,2.4,1.2,14,56,0.8,0.13,0.03,0.7,5,1,0.02,0.08,0.04,0,,,,,0.29,0,23,,0.69
11113,MILTOMATE,"Verduras, hortalizas y otros vegetales",11,88.3,40,1.6,0.5,8.8,1.3,0.8,10,34,0.9,0.09,0.04,2.4,6,344,0.01,0.04,0.01,0,204,13,0.07,10,0,0,0,,0.9
11114,"MOSTAZA, HOJAS","Verduras, hortalizas y otros vegetales",11,90.6,27,2.6,0.4,4.8,3.3,1.6,80,40,4,0.07,0.21,6.2,62,525,0.09,0.04,0.01,0,354,25,0.2,,0.18,0,0,187,0.83
11115,MUTAS/MOTATE,"Verduras, hortalizas y otros vegetales",11,92,25,0.9,0.3,5.7,,1.1,116,24,0.6,0.03,0.04,0.4,21,,,,,,,,,,,,,,0.45
11116,"NABO, HOJAS","Verduras, hortalizas y otros vegetales",11,89.67,32,1.5,0.3,7.13,3.2,1.4,190,42,1.1,0.07,0.1,0.6,60,579,0.02,0.12,0.07,0,296,40,0.19,31,0.26,0,0,194,0.7
11117,"NABO, RAIZ, CRUDA","Verduras, hortalizas y otros vegetales",11,91.87,28,0.9,0.1,6.43,1.8,0.7,30,27,0.3,0.04,0.03,0.4,21,0,0.01,0.05,0.01,0,191,67,0.27,11,0.09,0,0,15,0.81
11118,ÑAME/YAM CRUDO,"Verduras, hortalizas y otros vegetales",11,69.6,118,1.53,0.17,27.88,4.1,0.82,17,55,0.54,0.11,0.03,0.55,17,7,0.01,0.08,0.04,0,816,9,0.24,21,0.29,0,0,23,0.86
11119,"ÑAME/YAM COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,70.13,116,1.49,0.14,27.58,3.9,0.66,14,49,0.52,0.09,0.03,0.55,12,6,0,0.06,0.03,0,670,8,0.2,18,0.23,0,0,16,1
11120,ÑAMPI/TARO CRUDO,"Verduras, hortalizas y otros vegetales",11,70.64,112,1.5,0.2,26.46,4.1,1.2,43,84,0.55,0.09,0.03,0.6,5,4,0.02,0.08,0.04,0,591,11,0.23,33,0.28,0,0,22,0.86
11121,"ÑAMPI/TARO COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,63.8,142,0.52,0.11,34.6,5.1,0.97,18,76,0.72,0.11,0.03,0.51,5,4,0.01,0.05,0.02,0,484,15,0.27,30,0.33,0,0,19,1
11122,OCRA CRUDA,"Verduras, hortalizas y otros vegetales",11,90.17,31,2,0.1,7.03,3.2,0.7,81,63,0.8,0.2,0.06,1,21,19,0.02,0.03,0.03,0,303,8,0.6,57,0.22,0,0,88,0.86
11123,"OCRA COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,92.57,22,1.87,0.17,4.55,2.5,0.84,77,32,0.28,0.13,0.05,0.87,16,14,0.03,0.05,0.05,0,135,6,0.43,36,0.19,0,0,46,1
11124,PACAYA,"Verduras, hortalizas y otros vegetales",11,85,45,4,0.7,8.3,,2,369,106,1.4,0.08,0.1,0.9,14,,,,,,,,,,,,,,0.43
11125,PALMITO S/CORTEZA,"Verduras, hortalizas y otros vegetales",11,91,26,2.2,0.2,5.2,,1.4,86,79,0.8,0.04,0.09,0.7,17,,,,,,,,,,,,,,0.95
11126,"RABANO, HOJAS","Verduras, hortalizas y otros vegetales",11,85.6,52,2.8,0.5,9.9,,,238,,2.8,0.14,0.26,0.6,122,239,0.02,0.02,0.01,0,370,4,0.73,10,,,,,0.82
11127,"PAPAS C/CASCARA, CRUDAS","Verduras, hortalizas y otros vegetales",11,79.34,77,2.02,0.09,17.47,2.2,1.08,12,57,0.78,0.08,0.03,1.05,20,0,0,0.04,0.03,0,421,6,0.29,23,0.29,0,0,16,1
11128,"PAPAS C/CASCARA, COCIDAS S/SAL","Verduras, hortalizas y otros vegetales",11,77.8,78,2.86,0.1,17.21,3.3,2.04,45,54,6.07,0.03,0.04,1.22,5,0,0,0.04,0.03,0,407,14,0.44,30,0.24,0,0,10,1
11129,"PAPAS C/CASCARA, HORNEADAS S/SAL","Verduras, hortalizas y otros vegetales",11,74.89,93,2.5,0.13,21.15,2.2,1.33,15,70,1.08,0.06,0.05,1.41,10,1,0,0.06,0.04,0,535,10,0.36,28,0.31,0,0,28,1
11130,"PAPAS S/CASCARA, CRUDAS","Verduras, hortalizas y otros vegetales",11,83.29,58,2.57,0.1,12.44,2.5,1.61,30,38,3.24,0.02,0.04,1.03,11,0,0,0.04,0.03,0,413,10,0.35,23,0.24,0,0,17,1
11131,"PAPAS S/CASCARA, COCIDAS S/SAL","Verduras, hortalizas y otros vegetales",11,77.46,86,1.71,0.1,20.01,1.8,0.72,8,40,0.31,0.1,0.02,1.31,7,0,0,0.04,0.03,0,328,5,0.27,20,0.27,0,0,9,1
11132,"PAPAS S/CASCARA, HORNEADAS S/SAL","Verduras, hortalizas y otros vegetales",11,75.42,93,1.96,0.1,21.55,1.5,0.97,5,50,0.35,0.1,0.02,1.39,13,0,0,0.04,0.03,0,391,5,0.29,25,0.3,0,0,9,0.77
11134,"PAPAS, HARINA","Verduras, hortalizas y otros vegetales",11,6.52,357,6.9,0.34,83.08,5.9,3.14,65,168,1.38,0.23,0.05,3.51,4,0,0.01,0.15,0.09,0,1001,55,0.54,65,0.77,0,0,25,1
11135,"PAPAS PURE, PREPARADO C/LECHE","Verduras, hortalizas y otros vegetales",11,78.51,83,1.92,0.57,17.53,1.5,1.46,24,47,0.27,0.09,0.04,1.12,6,4,0.1,0.05,0.25,2,298,302,0.29,18,0.23,0.07,0,8,1
11136,"PAPAS PURE, PREPARADO C/LECHE Y MARGARINA","Verduras, hortalizas y otros vegetales",11,75.24,113,2,4.19,16.91,1.5,1.65,22,49,0.26,0.09,0.04,1.18,11,41,1.74,1.22,1,1,328,333,0.3,19,0.25,0.07,0,9,1
11137,"PAPAS PURE, HOJUELAS DESHIDRATADAS S/LECHE","Verduras, hortalizas y otros vegetales",11,6.51,354,8.35,0.39,81.21,6.9,3.54,25,154,1.2,1.03,0.11,6.15,84,1,0.01,0.17,0.1,0,1084,107,0.68,65,0.76,0,0,40,1
11138,PEPINO/COJOMBRO DE ENSALADA,"Verduras, hortalizas y otros vegetales",11,96.73,12,0.59,0.16,2.16,0.7,0.36,14,21,0.22,0.03,0.03,0.04,3,4,0,0,0.01,0,136,2,0.17,12,0.05,0,0,14,0.73
11139,PEPINILLOS ACIDOS O PICKLES ENLATADO,"Verduras, hortalizas y otros vegetales",11,94.08,11,0.33,0.2,2.26,1.2,3.13,0,14,0.4,0,0.01,0,1,7,0,0.08,0.05,0,23,1208,0.02,4,0.01,0,0,1,1
11140,"PEREJIL, FRESCO","Verduras, hortalizas y otros vegetales",11,87.71,36,2.97,0.79,6.33,3.3,2.2,138,58,6.2,0.09,0.1,1.31,133,421,0.29,0.12,0.13,0,554,56,1.07,50,0.09,0,0,152,0.95
11141,"PITO/QUILITE, HOJAS Y BROTES","Verduras, hortalizas y otros vegetales",11,84.2,48,4.4,0.2,10,,1.2,108,80,2.2,0.19,0.19,1.2,37,,,,,,,,,,,,,,0.46
11142,"PUERRO, CABEZA O BULBO Y HOJAS","Verduras, hortalizas y otros vegetales",11,83,61,1.5,0.3,14.15,1.8,1.05,59,35,2.1,0.06,0.03,0.4,12,83,0,0.17,0.04,0,180,20,0.12,28,0.23,0,0,64,0.44
11143,"QUIXTAN, HOJAS","Verduras, hortalizas y otros vegetales",11,85.4,47,5.8,1.4,5.9,,1.5,133,39,5.5,0.12,0.28,1.64,102,364,,,,,,,,,,,,,0.58
11144,"RABANO REDONDO, RAIZ","Verduras, hortalizas y otros vegetales",11,95.4,11,1.5,0.1,1.5,,,24,,0.4,0.03,0.06,0.4,22,0,0.02,0.02,0.03,0,227,21,,16,0.1,0,,,0.78
11145,"RABANO LARGO, RAIZ","Verduras, hortalizas y otros vegetales",11,92.6,22,1.1,0.5,4.3,1.6,,30,,0.3,0.06,0.06,0.4,29,3,0.02,0.05,0.03,0,233,39,0.28,9,0.07,0,0,25,0.8
11146,"REMOLACHA, HOJAS","Verduras, hortalizas y otros vegetales",11,91.02,22,2.2,0.13,4.33,3.7,2.33,117,41,2.57,0.1,0.22,0.4,30,316,0.03,0.05,0.02,0,762,226,0.38,70,0.11,0,0,15,0.56
11147,REMOLACHA CRUDA,"Verduras, hortalizas y otros vegetales",11,87.58,43,1.61,0.17,9.56,2.8,1.08,16,40,0.8,0.03,0.04,0.33,5,2,0.03,0.06,0.03,0,325,78,0.35,23,0.07,0,0,109,0.67
11148,"REMOLACHA COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,87.06,44,1.68,0.18,9.96,2,1.12,16,38,0.79,0.03,0.04,0.33,4,2,0.04,0.06,0.03,0,305,77,0.35,23,0.07,0,0,80,1
11149,"REMOLACHA ENLATADA, SOLIDOS","Verduras, hortalizas y otros vegetales",11,90.96,31,0.91,0.14,7.21,1.7,0.78,15,17,1.82,0.01,0.04,0.16,4,1,0.03,0.05,0.02,0,148,194,0.21,17,0.06,0,0,30,1
11150,"REPOLLO/COL COMUN, CRUDO","Verduras, hortalizas y otros vegetales",11,92.52,24,1.21,0.18,5.37,2.3,0.72,47,23,0.56,0.05,0.03,0.3,51,6,0.01,0.09,0.02,0,246,18,0.18,15,0.09,0,0,57,0.8
11151,"REPOLLO/COL COMUN, COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,93.6,22,1.02,0.43,4.46,1.9,0.49,31,15,0.17,0.06,0.05,0.28,20,7,0.03,0.2,0.05,0,97,8,0.09,8,0.11,0,0,20,1
11152,"RUIBARBO, TALLOS","Verduras, hortalizas y otros vegetales",11,94,18,0.7,0.2,4.1,,1,62,16,0.3,0.02,0.02,0.2,11,,,,,,,,,,,,,,0.83
11153,"SAGU DE SAN VICENTE, RAIZ","Verduras, hortalizas y otros vegetales",11,57.2,157,2.4,0.1,39,,1.3,20,24,3.2,0.08,0.03,0.7,9,,,,,,,,,,,,,,0.8
11154,SALSIFI,"Verduras, hortalizas y otros vegetales",11,77,82,3.3,0.2,18.6,3.3,0.9,60,75,0.7,0.08,0.22,0.5,8,0,,,,0,380,20,0.38,23,0.28,0,0,26,0.87
11155,SUCHINI CRUDO,"Verduras, hortalizas y otros vegetales",11,94.64,16,1.21,0.18,3.35,1.1,0.62,15,38,0.35,0.05,0.14,0.49,17,10,0.01,0.08,0.04,0,262,10,0.29,17,0.22,0,0,29,0.95
11156,"SUCHINI COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,94.74,16,0.64,0.05,3.93,1.4,0.64,13,40,0.35,0.04,0.04,0.43,5,56,0,0.02,0.01,0,253,3,0.18,22,0.08,0,0,17,1
11157,TOMATE ROJO,"Verduras, hortalizas y otros vegetales",11,93.8,21,0.8,0.3,4.6,1.2,0.5,7,24,0.6,0.06,0.05,0.7,23,42,0.05,0.14,0.05,0,237,5,0.17,,0.08,0,0,15,0.98
11158,TOMATE VERDE,"Verduras, hortalizas y otros vegetales",11,93.6,21,1.2,0.2,4.6,1.1,0.4,6,20,0.6,0.06,0.04,0.4,18,32,0.03,0.08,0.03,0,204,13,0.07,,0.08,0,0,9,0.98
11159,TOMATE DE ARBOL,"Verduras, hortalizas y otros vegetales",11,85.9,50,2.2,0.9,10.3,,0.7,9,48,0.8,0.1,0.04,1.2,29,300,,,,,,,,,,,,,1
11161,"TOMATE, JUGO ENLATADO S/SAL","Verduras, hortalizas y otros vegetales",11,93.9,17,0.76,0.05,4.24,0.4,1.05,10,18,0.43,0.05,0.03,0.67,18,23,0.01,0.02,0.01,0,229,10,0.15,11,0.11,0,0,20,1
11162,"TOMATE, PASTA ENLATADA S/SAL","Verduras, hortalizas y otros vegetales",11,73.5,82,4.32,0.47,18.91,4.5,2.8,36,83,2.98,0.06,0.15,3.08,22,76,0.07,0.16,0.1,0,1014,98,0.63,42,0.22,0,0,12,1
11163,TOMATILLO (CHERRY),"Verduras, hortalizas y otros vegetales",11,89.8,30,1.5,0.1,7.1,,,59,,6,0.12,0.06,1,85,500,0.01,0.04,0.01,0,207,8,0.11,11,0.05,0,9,,0.86
11164,"VEGETALES, JUGO ENLATADO","Verduras, hortalizas y otros vegetales",11,93.52,19,0.63,0.09,4.55,0.8,1.21,11,17,0.42,0.04,0.03,0.73,28,78,0.01,0.04,0.01,0,193,270,0.2,11,0.14,0,0,21,1
11165,VERDOLAGA,"Verduras, hortalizas y otros vegetales",11,91.2,26,2,0.4,5,,1.4,79,32,3.6,0.02,0.1,0.5,23,66,,,,0,494,45,0.17,,0.07,0,0,12,0.52
11166,"YUCA O MANDIOCA, HOJAS Y PUNTAS","Verduras, hortalizas y otros vegetales",11,77.2,80,6.8,1.4,12.8,,1.8,206,86,2,0.12,0.27,1.7,290,,,,,,,,,,,,,,1
11167,"YUCA O MANDIOCA, RAIZ","Verduras, hortalizas y otros vegetales",11,59.68,160,1.36,0.28,38.06,1.8,0.62,16,27,0.27,0.09,0.05,0.85,21,1,0.08,0.05,0.07,0,271,14,0.34,21,0.09,0,0,27,1
11168,"YUCA O MANDIOCA, HARINA O ALMIDON","Verduras, hortalizas y otros vegetales",11,14.2,320,1.7,0.5,81,,2.6,148,104,5.4,0.08,0.07,1.6,14,,,,,,,,,,,,,,1
11169,"ZANAHORIA C/CASCARA, CRUDA","Verduras, hortalizas y otros vegetales",11,88.29,41,0.93,0.24,9.58,2.8,0.97,33,35,0.3,0.07,0.06,0.98,6,841,0.01,0.12,0.04,0,320,69,0.24,12,0.14,0,0,19,0.89
11170,"ZANAHORIA S/CASCARA, CRUDA","Verduras, hortalizas y otros vegetales",11,88.7,41,0.9,0.1,9.4,2.9,0.9,32,28,0.6,0.05,0.04,0.6,6,666,0.01,0.07,0.03,0,323,35,0.2,,0.15,0,14,,0.8
11171,"ZANAHORIA S/CASCARA, COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,90.17,35,0.76,0.18,8.22,3,0.67,30,30,0.34,0.07,0.04,0.64,4,860,0.01,0.11,0.04,0,235,58,0.2,10,0.15,0,0,14,1
